"TruePositives","TrueNegatives","FalsePositives","FalseNegatives","Recall","Precision","Sensitivity","Specificity","F-measure","Accuracy","Cohen's kappa","Iteration","Species","learner","learner_Arr[0]","learner_Arr[1]"
351,314,262,224,0.6104347826086957,0.5836431226765799,0.6104347826086957,0.6104347826086957,0.5909090909090909,0.577758470894874,0.1555647471914353,9,"all","DT#9","DT",9
352,384,192,223,0.6666666666666666,0.6470588235294118,0.6666666666666666,0.6666666666666666,0.6491969568892646,0.6394439617723718,0.2788536299253136,9,"all","RF#9","RF",9
424,207,369,151,0.7373913043478261,0.5782122905027933,0.7373913043478261,0.7373913043478261,0.6198830409356725,0.5482189400521286,0.09673446842675563,9,"all","NB#9","NB",9
350,417,159,225,0.7239583333333334,0.68762278978389,0.7239583333333334,0.7239583333333334,0.6847290640394089,0.6663770634231103,0.33268713368179786,9,"all","MLP#9","MLP",9
348,332,244,227,0.6052173913043478,0.59391771019678,0.6052173913043478,0.6052173913043478,0.596401028277635,0.5907906168549087,0.18160161952365347,10,"all","DT#10","DT",10
327,393,183,248,0.6822916666666666,0.6411764705882353,0.6822916666666666,0.6822916666666666,0.6458504519309778,0.6255430060816681,0.2510119501460741,10,"all","RF#10","RF",10
427,206,370,148,0.7426086956521739,0.5819209039548022,0.7426086956521739,0.7426086956521739,0.6224489795918368,0.5499565595134666,0.10021399832785507,10,"all","NB#10","NB",10
347,456,120,228,0.7916666666666666,0.7430406852248393,0.7916666666666666,0.7916666666666666,0.7238095238095237,0.6976542137271937,0.39520936384555455,10,"all","MLP#10","MLP",10
334,333,243,241,0.5808695652173913,0.5801393728222997,0.5808695652173913,0.5808695652173913,0.579861111111111,0.579496090356212,0.15899408516278624,11,"all","DT#11","DT",11
342,378,198,233,0.65625,0.6333333333333333,0.65625,0.65625,0.636899747262005,0.6255430060816681,0.25104587349875057,11,"all","RF#11","RF",11
13,573,3,562,0.9947916666666666,0.8125,0.9947916666666666,0.9947916666666666,0.6697837521917008,0.5091225021720244,0.01741505890387583,11,"all","NB#11","NB",11
360,418,158,215,0.7256944444444444,0.694980694980695,0.7256944444444444,0.7256944444444444,0.6914805624483044,0.6759339704604691,0.35181167461572016,11,"all","MLP#11","MLP",11
349,336,240,226,0.6069565217391304,0.597864768683274,0.6069565217391304,0.6069565217391304,0.5996563573883161,0.5951346655082537,0.1902858333308172,12,"all","DT#12","DT",12
333,397,179,242,0.6892361111111112,0.650390625,0.6892361111111112,0.6892361111111112,0.6534979423868313,0.634231103388358,0.26839207231364093,12,"all","RF#12","RF",12
54,550,26,521,0.9548611111111112,0.675,0.9548611111111112,0.9548611111111112,0.6678809957498482,0.5247610773240661,0.048810629924233934,12,"all","NB#12","NB",12
338,438,138,237,0.7604166666666666,0.7100840336134454,0.7604166666666666,0.7604166666666666,0.7002398081534771,0.6741963509991312,0.3482948085538146,12,"all","MLP#12","MLP",12
362,339,237,213,0.6295652173913043,0.6141304347826086,0.6295652173913043,0.6295652173913043,0.616695059625213,0.6090356211989574,0.2180989819209449,13,"all","DT#13","DT",13
345,378,198,230,0.65625,0.6353591160220995,0.65625,0.65625,0.6385135135135136,0.6281494352736751,0.25626237982511224,13,"all","RF#13","RF",13
547,37,539,28,0.951304347826087,0.5692307692307692,0.951304347826087,0.951304347826087,0.658639373871162,0.5073848827106864,0.015528479690335509,13,"all","NB#13","NB",13
355,433,143,220,0.7517361111111112,0.7128514056224899,0.7517361111111112,0.7517361111111112,0.7046379170056956,0.684622067767159,0.3691703292804266,13,"all","MLP#13","MLP",13
347,346,230,228,0.6034782608695652,0.6027874564459931,0.6034782608695652,0.6034782608695652,0.6024305555555556,0.6020851433536055,0.2041720888523886,14,"all","DT#14","DT",14
346,415,161,229,0.7204861111111112,0.6824457593688363,0.7204861111111112,0.7204861111111112,0.6803278688524591,0.6611642050390965,0.3222583236201785,14,"all","RF#14","RF",14
164,492,84,411,0.8541666666666666,0.6612903225806451,0.8541666666666666,0.8541666666666666,0.665314401622718,0.5699391833188532,0.13945290020888945,14,"all","NB#14","NB",14
344,467,109,231,0.8107638888888888,0.7593818984547461,0.8107638888888888,0.8107638888888888,0.7331240188383047,0.7046046915725456,0.40910010599778324,14,"all","MLP#14","MLP",14
389,342,234,186,0.6765217391304348,0.6477272727272727,0.6765217391304348,0.6765217391304348,0.649415692821369,0.6350999131190269,0.27025215564089555,15,"all","DT#15","DT",15
325,422,154,250,0.7326388888888888,0.6784968684759917,0.7326388888888888,0.7326388888888888,0.6762820512820512,0.6490008688097306,0.29789945402715357,15,"all","RF#15","RF",15
554,24,552,21,0.9634782608695652,0.5333333333333333,0.9634782608695652,0.9634782608695652,0.6591314693634741,0.5021720243266724,0.005140806509274654,15,"all","NB#15","NB",15
299,461,115,276,0.8003472222222222,0.7222222222222222,0.8003472222222222,0.8003472222222222,0.7022086824067022,0.6602953953084274,0.32042510332372437,15,"all","MLP#15","MLP",15
340,335,241,235,0.591304347826087,0.5877192982456141,0.591304347826087,0.591304347826087,0.588235294117647,0.5864465682015638,0.17290000392508514,16,"all","DT#16","DT",16
358,403,173,217,0.6996527777777778,0.6741996233521658,0.6996527777777778,0.6996527777777778,0.6739130434782609,0.6611642050390965,0.3222828811092525,16,"all","RF#16","RF",16
399,233,343,176,0.6939130434782609,0.5696821515892421,0.6939130434782609,0.6939130434782609,0.6059225512528474,0.5490877497827976,0.09840212386068131,16,"all","NB#16","NB",16
328,439,137,247,0.7621527777777778,0.7053763440860215,0.7621527777777778,0.7621527777777778,0.6957210776545166,0.6663770634231103,0.33264279998188107,16,"all","MLP#16","MLP",16
370,348,228,205,0.6434782608695652,0.6292947558770343,0.6434782608695652,0.6434782608695652,0.6308610400682011,0.6238053866203301,0.24763632905258423,17,"all","DT#17","DT",17
350,386,190,225,0.6701388888888888,0.6481481481481481,0.6701388888888888,0.6701388888888888,0.6503791069924179,0.6394439617723718,0.27884927494659273,17,"all","RF#17","RF",17
149,505,71,426,0.8767361111111112,0.6772727272727272,0.8767361111111112,0.8767361111111112,0.670205706702057,0.5682015638575152,0.13593939988973555,17,"all","NB#17","NB",17
334,465,111,241,0.8072916666666666,0.750561797752809,0.8072916666666666,0.8072916666666666,0.7254290171606864,0.6941789748045178,0.3882374258233047,17,"all","MLP#17","MLP",17
357,352,224,218,0.6208695652173913,0.6175438596491228,0.6208695652173913,0.6208695652173913,0.6176470588235294,0.6159860990443093,0.2319785750732935,18,"all","DT#18","DT",18
360,401,175,215,0.6961805555555556,0.6728971962616822,0.6961805555555556,0.6961805555555556,0.6728187919463088,0.6611642050390965,0.32228697385107813,18,"all","RF#18","RF",18
320,331,245,255,0.5746527777777778,0.5663716814159292,0.5746527777777778,0.5746527777777778,0.5697074010327022,0.5655951346655083,0.13117649722972882,18,"all","NB#18","NB",18
356,452,124,219,0.7847222222222222,0.7416666666666667,0.7847222222222222,0.7847222222222222,0.7249398556535687,0.7019982623805386,0.403910585002378,18,"all","MLP#18","MLP",18
353,337,239,222,0.6139130434782609,0.6028622540250447,0.6139130434782609,0.6139130434782609,0.6049700085689803,0.5994787141615986,0.1989773813172065,19,"all","DT#19","DT",19
336,416,160,239,0.7222222222222222,0.6774193548387096,0.7222222222222222,0.7222222222222222,0.6758732737611698,0.6533449174630755,0.30660661522132016,19,"all","RF#19","RF",19
507,111,465,68,0.8817391304347826,0.6201117318435754,0.8817391304347826,0.8817391304347826,0.6554621848739496,0.5369244135534318,0.07440287146743267,19,"all","NB#19","NB",19
341,445,131,234,0.7725694444444444,0.722457627118644,0.7725694444444444,0.7725694444444444,0.7091633466135459,0.6828844483058211,0.36566978258998617,19,"all","MLP#19","MLP",19
360,348,228,215,0.6260869565217392,0.6181172291296625,0.6260869565217392,0.6260869565217392,0.6190885640584695,0.6151172893136403,0.2302491044106925,20,"all","DT#20","DT",20
345,385,191,230,0.6684027777777778,0.6436567164179104,0.6684027777777778,0.6684027777777778,0.6465155331654073,0.634231103388358,0.26841858140802377,20,"all","RF#20","RF",20
530,70,506,45,0.9217391304347826,0.6086956521739131,0.9217391304347826,0.9217391304347826,0.6579764121663563,0.5212858384013901,0.043236817371967926,20,"all","NB#20","NB",20
361,418,158,214,0.7256944444444444,0.6955684007707129,0.7256944444444444,0.7256944444444444,0.6920529801324503,0.6768027801911382,0.35355042092930566,20,"all","MLP#20","MLP",20
351,330,246,224,0.6104347826086957,0.5956678700361011,0.6104347826086957,0.6104347826086957,0.5989761092150172,0.5916594265855778,0.183345359906525,21,"all","DT#21","DT",21
338,390,186,237,0.6770833333333334,0.6450381679389313,0.6770833333333334,0.6770833333333334,0.6483790523690773,0.63249348392702,0.26492981796605714,21,"all","RF#21","RF",21
310,353,223,265,0.6128472222222222,0.5816135084427767,0.6128472222222222,0.6128472222222222,0.5912897822445562,0.5760208514335361,0.1519872938803489,21,"all","NB#21","NB",21
330,448,128,245,0.7777777777777778,0.7205240174672489,0.7777777777777778,0.7777777777777778,0.7060677698975572,0.6759339704604691,0.3517529515328038,21,"all","MLP#21","MLP",21
359,327,249,216,0.6243478260869565,0.6022099447513812,0.6243478260869565,0.6243478260869565,0.6069315300084531,0.5960034752389227,0.19204659188174508,22,"all","DT#22","DT",22
350,383,193,225,0.6649305555555556,0.6445672191528545,0.6649305555555556,0.6649305555555556,0.6469594594594595,0.6368375325803649,0.2736394270254601,22,"all","RF#22","RF",22
524,60,516,51,0.9113043478260869,0.5405405405405406,0.9113043478260869,0.9113043478260869,0.6489164086687306,0.5073848827106864,0.015460161571360752,22,"all","NB#22","NB",22
345,438,138,230,0.7604166666666666,0.7142857142857143,0.7604166666666666,0.7604166666666666,0.7041800643086816,0.680278019113814,0.3604667314904847,22,"all","MLP#22","MLP",22
348,334,242,227,0.6052173913043478,0.5953654188948306,0.6052173913043478,0.6052173913043478,0.5974248927038628,0.5925282363162467,0.18507431142108802,23,"all","DT#23","DT",23
335,398,178,240,0.6909722222222222,0.6530214424951267,0.6909722222222222,0.6909722222222222,0.655683690280066,0.6368375325803649,0.2736065271809861,23,"all","RF#23","RF",23
471,126,450,104,0.8191304347826087,0.5478260869565217,0.8191304347826087,0.8191304347826087,0.6296791443850268,0.5186794092093832,0.03786065853283154,23,"all","NB#23","NB",23
375,426,150,200,0.7395833333333334,0.7142857142857143,0.7395833333333334,0.7395833333333334,0.7088186356073211,0.6959165942658557,0.3917868196572808,23,"all","MLP#23","MLP",23
371,322,254,204,0.6452173913043479,0.6121673003802282,0.6452173913043479,0.6452173913043479,0.6183333333333334,0.6020851433536055,0.20422975318891967,24,"all","DT#24","DT",24
330,406,170,245,0.7048611111111112,0.66,0.7048611111111112,0.7048611111111112,0.6617766911165445,0.6394439617723718,0.2788057222662591,24,"all","RF#24","RF",24
538,64,512,37,0.9356521739130435,0.6336633663366337,0.9356521739130435,0.9356521739130435,0.6621538461538462,0.5230234578627281,0.04672977559871775,24,"all","NB#24","NB",24
344,448,128,231,0.7777777777777778,0.7288135593220338,0.7777777777777778,0.7777777777777778,0.7139442231075697,0.6880973066898349,0.37609712862960276,24,"all","MLP#24","MLP",24
380,324,252,195,0.6608695652173913,0.6242774566473989,0.6608695652173913,0.6608695652173913,0.6296603148301574,0.6116420503909644,0.22335034575829074,25,"all","DT#25","DT",25
347,408,168,228,0.7083333333333334,0.6737864077669903,0.7083333333333334,0.7083333333333334,0.6732673267326733,0.6559513466550826,0.3118398405652687,25,"all","RF#25","RF",25
413,206,370,162,0.7182608695652174,0.5597826086956522,0.7182608695652174,0.7182608695652174,0.6082474226804123,0.5377932232841007,0.07587593267814445,25,"all","NB#25","NB",25
363,456,120,212,0.7916666666666666,0.7515527950310559,0.7916666666666666,0.7916666666666666,0.7331189710610932,0.7115551694178974,0.4230297686272851,25,"all","MLP#25","MLP",25
366,342,234,209,0.6365217391304347,0.6206896551724138,0.6365217391304347,0.6365217391304347,0.6229787234042553,0.6151172893136403,0.23026304864701655,26,"all","DT#26","DT",26
372,401,175,203,0.6961805555555556,0.680073126142596,0.6961805555555556,0.6961805555555556,0.6796610169491526,0.6715899218071243,0.3431515824944292,26,"all","RF#26","RF",26
539,41,535,36,0.9373913043478261,0.5324675324675324,0.9373913043478261,0.9373913043478261,0.6537295330503337,0.5039096437880104,0.008565407399920648,26,"all","NB#26","NB",26
352,433,143,223,0.7517361111111112,0.7111111111111111,0.7517361111111112,0.7517361111111112,0.7029220779220778,0.682015638575152,0.3639539799492692,26,"all","MLP#26","MLP",26
331,331,245,244,0.5756521739130435,0.5756521739130435,0.5756521739130435,0.5756521739130435,0.575152041702867,0.575152041702867,0.1503047247815145,27,"all","DT#27","DT",27
315,403,173,260,0.6996527777777778,0.6454918032786885,0.6996527777777778,0.6996527777777778,0.6505246166263116,0.6238053866203301,0.2475113730215169,27,"all","RF#27","RF",27
318,311,265,257,0.5530434782608695,0.5475352112676056,0.5530434782608695,0.5530434782608695,0.5492227979274611,0.5464813205907906,0.09297291095518166,27,"all","NB#27","NB",27
338,443,133,237,0.7690972222222222,0.7176220806794055,0.7690972222222222,0.7690972222222222,0.7054140127388535,0.6785403996524761,0.3569793566622781,27,"all","MLP#27","MLP",27
367,331,245,208,0.6382608695652174,0.614100185528757,0.6382608695652174,0.6382608695652174,0.6183656276326873,0.6064291920069504,0.21290175518577606,28,"all","DT#28","DT",28
354,398,178,221,0.6909722222222222,0.6654135338345865,0.6909722222222222,0.6909722222222222,0.6661087866108786,0.6533449174630755,0.30664430209086624,28,"all","RF#28","RF",28
540,48,528,35,0.9391304347826087,0.5783132530120482,0.9391304347826087,0.9391304347826087,0.657334144856969,0.5108601216333623,0.02244706159214217,28,"all","NB#28","NB",28
374,429,147,201,0.7447916666666666,0.7178502879078695,0.7447916666666666,0.7447916666666666,0.7114427860696516,0.6976542137271937,0.39525867144966514,28,"all","MLP#28","MLP",28
361,323,253,214,0.6278260869565218,0.6014897579143389,0.6278260869565218,0.6278260869565218,0.607232968881413,0.5942658557775847,0.18857887292263895,29,"all","DT#29","DT",29
351,388,188,224,0.6736111111111112,0.6512059369202227,0.6736111111111112,0.6736111111111112,0.6531986531986532,0.6420503909643788,0.28406133183566734,29,"all","RF#29","RF",29
556,32,544,19,0.9669565217391304,0.6274509803921569,0.9669565217391304,0.9669565217391304,0.6638805970149254,0.5108601216333623,0.0224942489723573,29,"all","NB#29","NB",29
349,436,140,226,0.7569444444444444,0.7137014314928425,0.7569444444444444,0.7569444444444444,0.704361873990307,0.682015638575152,0.36394821791476556,29,"all","MLP#29","MLP",29
338,355,221,237,0.6163194444444444,0.6046511627906976,0.6163194444444444,0.6163194444444444,0.6078767123287672,0.6020851433536055,0.2041504625715596,30,"all","DT#30","DT",30
340,399,177,235,0.6927083333333334,0.6576402321083172,0.6927083333333334,0.6927083333333334,0.659504132231405,0.6420503909643788,0.28403755159721106,30,"all","RF#30","RF",30
535,51,525,40,0.9304347826086956,0.5604395604395604,0.9304347826086956,0.9304347826086956,0.6544342507645261,0.5091225021720244,0.018962565150818206,30,"all","NB#30","NB",30
354,443,133,221,0.7690972222222222,0.7268993839835729,0.7690972222222222,0.7690972222222222,0.7145161290322581,0.6924413553431799,0.38480051697689316,30,"all","MLP#30","MLP",30
339,334,242,236,0.5895652173913043,0.5859649122807018,0.5895652173913043,0.5895652173913043,0.5865051903114187,0.5847089487402259,0.16942479385754367,31,"all","DT#31","DT",31
339,403,173,236,0.6996527777777778,0.662109375,0.6996527777777778,0.6996527777777778,0.6633744855967079,0.6446568201563857,0.2892455049317793,31,"all","RF#31","RF",31
531,77,499,44,0.9234782608695652,0.6363636363636364,0.9234782608695652,0.9234782608695652,0.6616822429906543,0.5282363162467419,0.05711958120554259,31,"all","NB#31","NB",31
355,457,119,220,0.7934027777777778,0.7489451476793249,0.7934027777777778,0.7934027777777778,0.7294493216280926,0.7054735013032146,0.4108567278525259,31,"all","MLP#31","MLP",31
340,339,237,235,0.591304347826087,0.5905923344947736,0.591304347826087,0.591304347826087,0.5902777777777778,0.5899218071242398,0.17984547148106433,32,"all","DT#32","DT",32
343,389,187,232,0.6753472222222222,0.6471698113207547,0.6753472222222222,0.6753472222222222,0.6499582289055974,0.635968722849696,0.2718874319662418,32,"all","RF#32","RF",32
345,284,292,230,0.6,0.5525291828793775,0.6,0.6,0.5693069306930693,0.5464813205907906,0.09304684646062712,32,"all","NB#32","NB",32
384,425,151,191,0.7378472222222222,0.7177570093457943,0.7378472222222222,0.7378472222222222,0.7130872483221476,0.7028670721112077,0.4056978078386378,32,"all","MLP#32","MLP",32
355,365,211,220,0.6336805555555556,0.627208480565371,0.6336805555555556,0.6336805555555556,0.6287683031869078,0.6255430060816681,0.2510752712521758,33,"all","DT#33","DT",33
342,384,192,233,0.6666666666666666,0.6404494382022472,0.6666666666666666,0.6666666666666666,0.6437552388935457,0.630755864465682,0.26146545906374025,33,"all","RF#33","RF",33
437,160,416,138,0.76,0.5369127516778524,0.76,0.76,0.612044817927171,0.5186794092093832,0.03776192962494607,33,"all","NB#33","NB",33
341,451,125,234,0.7829861111111112,0.7317596566523605,0.7829861111111112,0.7829861111111112,0.7153053132434577,0.6880973066898349,0.3760914764053868,33,"all","MLP#33","MLP",33
345,379,197,230,0.6579861111111112,0.6365313653136532,0.6579861111111112,0.6579861111111112,0.639662447257384,0.629018245004344,0.25799896432038427,34,"all","DT#34","DT",34
359,403,173,216,0.6996527777777778,0.674812030075188,0.6996527777777778,0.6996527777777778,0.6744769874476988,0.6620330147697654,0.3240216378780626,34,"all","RF#34","RF",34
462,167,409,113,0.8034782608695652,0.5964285714285714,0.8034782608695652,0.8034782608695652,0.6390041493775933,0.5464813205907906,0.0933670944143316,34,"all","NB#34","NB",34
352,446,130,223,0.7743055555555556,0.7302904564315352,0.7743055555555556,0.7743055555555556,0.7164658634538152,0.6933101650738488,0.38653373737556757,34,"all","MLP#34","MLP",34
339,344,232,236,0.5972222222222222,0.5936952714535902,0.5972222222222222,0.5972222222222222,0.5951557093425606,0.5933970460469157,0.1867885675638137,35,"all","DT#35","DT",35
338,388,188,237,0.6736111111111112,0.6425855513307985,0.6736111111111112,0.6736111111111112,0.6461282264779351,0.630755864465682,0.261456538904599,35,"all","RF#35","RF",35
120,507,69,455,0.8802083333333334,0.6349206349206349,0.8802083333333334,0.8802083333333334,0.659297789336801,0.5447437011294527,0.08895582268652939,35,"all","NB#35","NB",35
341,413,163,234,0.7170138888888888,0.6765873015873016,0.7170138888888888,0.7170138888888888,0.6753883892068684,0.6550825369244135,0.3100906045182983,35,"all","MLP#35","MLP",35
348,349,227,227,0.6059027777777778,0.6059027777777778,0.6059027777777778,0.6059027777777778,0.6059027777777778,0.6055603822762815,0.21112016908212553,36,"all","DT#36","DT",36
348,376,200,227,0.6527777777777778,0.635036496350365,0.6527777777777778,0.6527777777777778,0.6378286683630194,0.629018245004344,0.25800568561822407,36,"all","RF#36","RF",36
401,236,340,174,0.697391304347826,0.5756097560975609,0.697391304347826,0.697391304347826,0.6094224924012158,0.5534317984361424,0.1070866902316146,36,"all","NB#36","NB",36
360,427,149,215,0.7413194444444444,0.7072691552062869,0.7413194444444444,0.7413194444444444,0.7011494252873562,0.68375325803649,0.36744301213587094,36,"all","MLP#36","MLP",36
334,363,213,241,0.6302083333333334,0.6106032906764168,0.6302083333333334,0.6302083333333334,0.6152542372881358,0.6055603822762815,0.21108682130283285,37,"all","DT#37","DT",37
335,403,173,240,0.6996527777777778,0.6594488188976378,0.6996527777777778,0.6996527777777778,0.6611977030352748,0.6411815812337098,0.28229002631606764,37,"all","RF#37","RF",37
560,13,563,15,0.9739130434782609,0.4986642920747996,0.9739130434782609,0.9739130434782609,0.6595995288574794,0.49782797567332754,-0.003514604463698463,37,"all","NB#37","NB",37
316,425,151,259,0.7378472222222222,0.6766595289079229,0.7378472222222222,0.7378472222222222,0.6746031746031746,0.6437880104257168,0.28745930797895797,37,"all","MLP#37","MLP",37
365,331,245,210,0.6347826086956522,0.6118299445471349,0.6347826086956522,0.6347826086956522,0.6160337552742616,0.6046915725456126,0.20942432087676532,38,"all","DT#38","DT",38
361,382,194,214,0.6631944444444444,0.6504504504504505,0.6631944444444444,0.6631944444444444,0.651877133105802,0.6455256298870548,0.2910293185180712,38,"all","RF#38","RF",38
536,68,508,39,0.9321739130434783,0.6355140186915887,0.9321739130434783,0.9321739130434783,0.6621371216800495,0.5247610773240661,0.05019392972065368,38,"all","NB#38","NB",38
361,434,142,214,0.7534722222222222,0.7176938369781312,0.7534722222222222,0.7534722222222222,0.7091503267973857,0.6907037358818419,0.38133975915256485,38,"all","MLP#38","MLP",38
331,363,213,244,0.6302083333333334,0.6084558823529411,0.6302083333333334,0.6302083333333334,0.613693998309383,0.6029539530842746,0.2058701418695623,39,"all","DT#39","DT",39
334,387,189,241,0.671875,0.638623326959847,0.671875,0.671875,0.6428571428571429,0.6264118158123371,0.2527644078339482,39,"all","RF#39","RF",39
275,387,189,300,0.671875,0.5926724137931034,0.671875,0.671875,0.6128266033254157,0.575152041702867,0.15016103241938186,39,"all","NB#39","NB",39
377,420,156,198,0.7291666666666666,0.7073170731707317,0.7291666666666666,0.7291666666666666,0.7035175879396984,0.6924413553431799,0.38484324187222024,39,"all","MLP#39","MLP",39
334,354,222,241,0.6145833333333334,0.6007194244604317,0.6145833333333334,0.6145833333333334,0.6046114432109309,0.5977410947002606,0.1954585049993886,40,"all","DT#40","DT",40
342,406,170,233,0.7048611111111112,0.66796875,0.7048611111111112,0.7048611111111112,0.6683127572016462,0.6498696785403997,0.2996722212408487,40,"all","RF#40","RF",40
