"TruePositives","TrueNegatives","FalsePositives","FalseNegatives","Recall","Precision","Sensitivity","Specificity","F-measure","Accuracy","Cohen's kappa","Iteration","Species","learner","learner_Arr[0]","learner_Arr[1]"
417,442,134,158,0.7673611111111112,0.7568058076225045,0.7673611111111112,0.7673611111111112,0.7517006802721088,0.7463075586446568,0.49259635010930347,9,"all","DT#9","DT",9
447,512,64,128,0.8888888888888888,0.8747553816046967,0.8888888888888888,0.8888888888888888,0.8421052631578948,0.8331885317115552,0.66634457435501,9,"all","RF#9","RF",9
435,449,127,140,0.7795138888888888,0.7740213523131673,0.7795138888888888,0.7795138888888888,0.7708154506437769,0.7680278019113814,0.5360461482486825,9,"all","NB#9","NB",9
437,487,89,138,0.8454861111111112,0.8307984790874525,0.8454861111111112,0.8454861111111112,0.8109908409658619,0.8027801911381407,0.6055309043090445,9,"all","MLP#9","MLP",9
446,452,124,129,0.7847222222222222,0.7824561403508772,0.7847222222222222,0.7847222222222222,0.7813310285220397,0.7801911381407471,0.5603786260463921,10,"all","DT#10","DT",10
477,508,68,98,0.8819444444444444,0.8752293577981651,0.8819444444444444,0.8819444444444444,0.8595600676818952,0.8557775847089487,0.71154188746471,10,"all","RF#10","RF",10
474,407,169,101,0.8243478260869566,0.8011811023622047,0.8243478260869566,0.8243478260869566,0.7783251231527093,0.7654213727193745,0.5308905486755588,10,"all","NB#10","NB",10
469,478,98,106,0.8298611111111112,0.8271604938271605,0.8298611111111112,0.8298611111111112,0.8241379310344829,0.8227628149435273,0.6455210811724779,10,"all","MLP#10","MLP",10
440,453,123,135,0.7864583333333334,0.7815275310834814,0.7864583333333334,0.7864583333333334,0.7783505154639175,0.7758470894874022,0.5516857189441836,11,"all","DT#11","DT",11
484,517,59,91,0.8975694444444444,0.8913443830570903,0.8975694444444444,0.8975694444444444,0.8733108108108109,0.8696785403996524,0.7393442919947822,11,"all","RF#11","RF",11
457,461,115,118,0.8003472222222222,0.798951048951049,0.8003472222222222,0.8003472222222222,0.7982683982683982,0.7975673327541268,0.5951325262644608,11,"all","NB#11","NB",11
464,484,92,111,0.8402777777777778,0.8345323741007195,0.8402777777777778,0.8402777777777778,0.8266438941076003,0.8236316246741964,0.6472528650429286,11,"all","MLP#11","MLP",11
427,461,115,148,0.8003472222222222,0.7878228782287823,0.8003472222222222,0.8003472222222222,0.7780590717299578,0.7715030408340573,0.5429829686563491,12,"all","DT#12","DT",12
484,511,65,91,0.8871527777777778,0.8816029143897997,0.8871527777777778,0.8871527777777778,0.8675721561969439,0.8644656820156386,0.7289205192232787,12,"all","RF#12","RF",12
524,333,243,51,0.9113043478260869,0.8671875,0.9113043478260869,0.9113043478260869,0.7809239940387481,0.7445699391833188,0.4892875253549695,12,"all","NB#12","NB",12
485,488,88,90,0.8472222222222222,0.8464223385689355,0.8472222222222222,0.8472222222222222,0.8457538994800693,0.845351867940921,0.6907025685464028,12,"all","MLP#12","MLP",12
459,428,148,116,0.7982608695652174,0.7867647058823529,0.7982608695652174,0.7982608695652174,0.7766497461928933,0.7706342311033884,0.5412902758320853,13,"all","DT#13","DT",13
491,505,71,84,0.8767361111111112,0.8736654804270463,0.8767361111111112,0.8767361111111112,0.8669527896995709,0.8653344917463076,0.7306634943016697,13,"all","RF#13","RF",13
367,519,57,208,0.9010416666666666,0.8655660377358491,0.9010416666666666,0.9010416666666666,0.7966231772831927,0.7697654213727194,0.5394255030962675,13,"all","NB#13","NB",13
466,478,98,109,0.8298611111111112,0.8262411347517731,0.8298611111111112,0.8298611111111112,0.8220120378331901,0.8201563857515204,0.6403065268294008,13,"all","MLP#13","MLP",13
447,446,130,128,0.7773913043478261,0.7770034843205574,0.7773913043478261,0.7773913043478261,0.7760416666666666,0.7758470894874022,0.5516951941570224,14,"all","DT#14","DT",14
463,503,73,112,0.8732638888888888,0.8638059701492538,0.8732638888888888,0.8732638888888888,0.8446683459277917,0.8392701998262381,0.6785212293598204,14,"all","RF#14","RF",14
426,460,116,149,0.7986111111111112,0.7859778597785978,0.7986111111111112,0.7986111111111112,0.7763713080168776,0.7697654213727194,0.5395075539693253,14,"all","NB#14","NB",14
464,472,104,111,0.8194444444444444,0.8169014084507042,0.8194444444444444,0.8194444444444444,0.814495254529767,0.8132059079061685,0.6264075858289565,14,"all","MLP#14","MLP",14
439,456,120,136,0.7916666666666666,0.7853309481216458,0.7916666666666666,0.7916666666666666,0.7808219178082192,0.7775847089487402,0.5551583371579023,15,"all","DT#15","DT",15
485,521,55,90,0.9045138888888888,0.8981481481481481,0.9045138888888888,0.9045138888888888,0.877843302443134,0.8740225890529973,0.7480316743789299,15,"all","RF#15","RF",15
518,409,167,57,0.9008695652173913,0.8776824034334764,0.9008695652173913,0.9008695652173913,0.8222222222222221,0.8053866203301477,0.6108375722630602,15,"all","NB#15","NB",15
473,490,86,102,0.8506944444444444,0.8461538461538461,0.8506944444444444,0.8506944444444444,0.839041095890411,0.8366637706342311,0.6733194038503346,15,"all","MLP#15","MLP",15
450,438,138,125,0.782608695652174,0.7779751332149201,0.782608695652174,0.782608695652174,0.7738607050730868,0.7715030408340573,0.5430147053273411,16,"all","DT#16","DT",16
474,496,80,101,0.8611111111111112,0.855595667870036,0.8611111111111112,0.8611111111111112,0.845694799658994,0.8427454387489139,0.6854806689221729,16,"all","RF#16","RF",16
489,399,177,86,0.8504347826086956,0.822680412371134,0.8504347826086956,0.8504347826086956,0.7880741337630942,0.7715030408340573,0.5430685096099419,16,"all","NB#16","NB",16
464,470,106,111,0.8159722222222222,0.8140350877192982,0.8159722222222222,0.8159722222222222,0.8124459809853068,0.8114682884448305,0.6229334460556011,16,"all","MLP#16","MLP",16
441,441,135,134,0.7669565217391304,0.7669565217391304,0.7669565217391304,0.7669565217391304,0.7662901824500434,0.7662901824500434,0.5325807177223465,17,"all","DT#17","DT",17
472,505,71,103,0.8767361111111112,0.8692449355432781,0.8767361111111112,0.8767361111111112,0.8530405405405405,0.8488271068635969,0.6976393787139474,17,"all","RF#17","RF",17
497,373,203,78,0.8643478260869565,0.8270509977827051,0.8643478260869565,0.8643478260869565,0.7796078431372548,0.7558644656820156,0.5118206860118485,17,"all","NB#17","NB",17
431,495,81,144,0.859375,0.841796875,0.859375,0.859375,0.8148148148148148,0.8045178105994787,0.608998138409903,17,"all","MLP#17","MLP",17
442,444,132,133,0.7708333333333334,0.7700348432055749,0.7708333333333334,0.7708333333333334,0.7701647875108414,0.7697654213727194,0.5395298000147948,18,"all","DT#18","DT",18
471,508,68,104,0.8819444444444444,0.8738404452690167,0.8819444444444444,0.8819444444444444,0.8552188552188552,0.8505647263249348,0.7011129831935311,18,"all","RF#18","RF",18
550,159,417,25,0.9565217391304348,0.8641304347826086,0.9565217391304348,0.9565217391304348,0.7133592736705576,0.6159860990443093,0.23242585909304886,18,"all","NB#18","NB",18
477,476,100,98,0.8295652173913044,0.8292682926829268,0.8295652173913044,0.8295652173913044,0.8281250000000001,0.8279756733275413,0.6559521257484127,18,"all","MLP#18","MLP",18
442,420,156,133,0.768695652173913,0.759493670886076,0.768695652173913,0.768695652173913,0.753623188405797,0.7489139878366637,0.4978450325547271,19,"all","DT#19","DT",19
478,507,69,97,0.8802083333333334,0.8738574040219378,0.8802083333333334,0.8802083333333334,0.8593220338983052,0.8557775847089487,0.7115427584499344,19,"all","RF#19","RF",19
482,387,189,93,0.8382608695652174,0.80625,0.8382608695652174,0.8382608695652174,0.7736757624398073,0.7549956559513467,0.5100619475438343,19,"all","NB#19","NB",19
439,485,91,136,0.8420138888888888,0.8283018867924529,0.8420138888888888,0.8420138888888888,0.810359231411863,0.8027801911381407,0.6055332865306369,19,"all","MLP#19","MLP",19
468,417,159,107,0.8139130434782609,0.7958015267175572,0.8139130434782609,0.8139130434782609,0.7787021630615641,0.7688966116420504,0.5378291559237499,20,"all","DT#20","DT",20
478,497,79,97,0.8628472222222222,0.8581687612208259,0.8628472222222222,0.8628472222222222,0.8495726495726496,0.8470894874022589,0.6941704333753029,20,"all","RF#20","RF",20
427,465,111,148,0.8072916666666666,0.7936802973977695,0.8072916666666666,0.8072916666666666,0.7821698906644239,0.7749782797567333,0.5499310800875049,20,"all","NB#20","NB",20
455,491,85,120,0.8524305555555556,0.8425925925925926,0.8524305555555556,0.8524305555555556,0.827295703454086,0.8218940052128584,0.6437689189495217,20,"all","MLP#20","MLP",20
443,447,129,132,0.7760416666666666,0.7744755244755245,0.7760416666666666,0.7760416666666666,0.774025974025974,0.7732406602953953,0.5464789242704904,21,"all","DT#21","DT",21
464,501,75,111,0.8697916666666666,0.8608534322820037,0.8697916666666666,0.8697916666666666,0.8434343434343433,0.838401390095569,0.6767849701976556,21,"all","RF#21","RF",21
469,414,162,106,0.8156521739130435,0.7961538461538461,0.8156521739130435,0.8156521739130435,0.7777777777777778,0.7671589921807124,0.5343569988044489,21,"all","NB#21","NB",21
465,480,96,110,0.8333333333333334,0.8288770053475936,0.8333333333333334,0.8333333333333334,0.823327615780446,0.8210251954821894,0.6420425552472426,21,"all","MLP#21","MLP",21
440,440,136,135,0.7652173913043478,0.7652173913043478,0.7652173913043478,0.7652173913043478,0.7645525629887054,0.7645525629887054,0.5291054814228843,22,"all","DT#22","DT",22
489,499,77,86,0.8663194444444444,0.8639575971731449,0.8663194444444444,0.8663194444444444,0.8596037898363481,0.8583840139009556,0.7167639656939783,22,"all","RF#22","RF",22
457,444,132,118,0.7947826086956522,0.7900355871886121,0.7947826086956522,0.7947826086956522,0.7852233676975945,0.7827975673327541,0.5656039878384211,22,"all","NB#22","NB",22
467,495,81,108,0.859375,0.8521897810218978,0.859375,0.859375,0.8396946564885497,0.8357949609035621,0.6715762870769189,22,"all","MLP#22","MLP",22
447,448,128,128,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7775847089487402,0.5551690821256038,23,"all","DT#23","DT",23
477,502,74,98,0.8715277777777778,0.8656987295825771,0.8715277777777778,0.8715277777777778,0.8537414965986394,0.8505647263249348,0.7011183980095897,23,"all","RF#23","RF",23
384,505,71,191,0.8767361111111112,0.843956043956044,0.8767361111111112,0.8767361111111112,0.7940251572327043,0.7723718505647263,0.5446608685148276,23,"all","NB#23","NB",23
458,484,92,117,0.8402777777777778,0.8327272727272728,0.8402777777777778,0.8402777777777778,0.822429906542056,0.8184187662901824,0.6368235516135119,23,"all","MLP#23","MLP",23
470,437,139,105,0.8173913043478261,0.8062730627306273,0.8173913043478261,0.8173913043478261,0.793918918918919,0.788010425716768,0.5760422925151789,24,"all","DT#24","DT",24
495,500,76,80,0.8680555555555556,0.8669001751313485,0.8680555555555556,0.8680555555555556,0.8650519031141869,0.8644656820156386,0.7289295225212712,24,"all","RF#24","RF",24
440,468,108,135,0.8125,0.8029197080291971,0.8125,0.8125,0.7938931297709924,0.788879235447437,0.577740940527467,24,"all","NB#24","NB",24
475,475,101,100,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8253692441355343,0.8253692441355344,0.6507387519040583,24,"all","MLP#24","MLP",24
461,441,135,114,0.8017391304347826,0.7945945945945946,0.8017391304347826,0.8017391304347826,0.7873612297181896,0.7836663770634231,0.5673461439175389,25,"all","DT#25","DT",25
484,504,72,91,0.875,0.8705035971223022,0.875,0.875,0.860802732707088,0.8583840139009556,0.7167596896650115,25,"all","RF#25","RF",25
503,347,229,72,0.8747826086956522,0.8281622911694511,0.8747826086956522,0.8747826086956522,0.7697016067329762,0.738488271068636,0.4771000834645172,25,"all","NB#25","NB",25
455,462,114,120,0.8020833333333334,0.7996485061511424,0.8020833333333334,0.8020833333333334,0.7979274611398963,0.7966985230234579,0.5933930560965227,25,"all","MLP#25","MLP",25
453,443,133,122,0.7878260869565218,0.784070796460177,0.7878260869565218,0.7878260869565218,0.7803617571059431,0.7784535186794093,0.556914060907805,26,"all","DT#26","DT",26
490,510,66,85,0.8854166666666666,0.8812949640287769,0.8854166666666666,0.8854166666666666,0.8710503842869343,0.8688097306689835,0.7376117370516365,26,"all","RF#26","RF",26
479,402,174,96,0.8330434782608696,0.8072289156626506,0.8330434782608696,0.8330434782608696,0.780130293159609,0.7654213727193745,0.5308976298080842,26,"all","NB#26","NB",26
470,477,99,105,0.828125,0.8260105448154658,0.828125,0.828125,0.8238341968911918,0.8227628149435273,0.6455221514687632,26,"all","MLP#26","MLP",26
453,434,142,122,0.7878260869565218,0.7805755395683454,0.7878260869565218,0.7878260869565218,0.7743589743589744,0.7706342311033884,0.5412819661242112,27,"all","DT#27","DT",27
480,488,88,95,0.8472222222222222,0.8450704225352113,0.8472222222222222,0.8472222222222222,0.8421052631578948,0.8410078192875761,0.6820120381706933,27,"all","RF#27","RF",27
539,153,423,36,0.9373913043478261,0.8095238095238095,0.9373913043478261,0.9373913043478261,0.7013662979830839,0.6012163336229366,0.2028977635348913,27,"all","NB#27","NB",27
460,465,111,115,0.8072916666666666,0.8056042031523643,0.8072916666666666,0.8072916666666666,0.8044982698961937,0.8036490008688097,0.6072953339090212,27,"all","MLP#27","MLP",27
436,449,127,139,0.7795138888888888,0.7744227353463587,0.7795138888888888,0.7795138888888888,0.7714776632302405,0.7688966116420504,0.5377845009269491,28,"all","DT#28","DT",28
467,516,60,108,0.8958333333333334,0.8861480075901328,0.8958333333333334,0.8958333333333334,0.86,0.8540399652476107,0.7080585549677512,28,"all","RF#28","RF",28
460,454,122,115,0.8,0.7978910369068541,0.8,0.8,0.7951598962834917,0.794092093831451,0.5881882286871969,28,"all","NB#28","NB",28
455,492,84,120,0.8541666666666666,0.8441558441558441,0.8541666666666666,0.8541666666666666,0.8282828282828283,0.8227628149435273,0.6455060963458158,28,"all","MLP#28","MLP",28
452,437,139,123,0.7860869565217391,0.7803571428571429,0.7860869565217391,0.7860869565217391,0.7753001715265866,0.7723718505647263,0.544754353759571,29,"all","DT#29","DT",29
492,506,70,83,0.8784722222222222,0.8754448398576512,0.8784722222222222,0.8784722222222222,0.8686695278969957,0.8670721112076455,0.7341388040526157,29,"all","RF#29","RF",29
413,511,65,162,0.8871527777777778,0.8640167364016736,0.8871527777777778,0.8871527777777778,0.8182546036829464,0.8027801911381407,0.6055023154054866,29,"all","NB#29","NB",29
473,493,83,102,0.8559027777777778,0.8507194244604317,0.8559027777777778,0.8559027777777778,0.8420153714773698,0.8392701998262381,0.678530936122866,29,"all","MLP#29","MLP",29
444,438,138,131,0.7721739130434783,0.7697715289982425,0.7721739130434783,0.7721739130434783,0.7675021607605877,0.7662901824500434,0.5325849515479153,30,"all","DT#30","DT",30
481,494,82,94,0.8576388888888888,0.8543516873889876,0.8576388888888888,0.8576388888888888,0.8487972508591065,0.8470894874022589,0.6941732036208385,30,"all","RF#30","RF",30
479,409,167,96,0.8330434782608696,0.80990099009901,0.8330434782608696,0.8330434782608696,0.7846027846027847,0.7715030408340573,0.5430547148478951,30,"all","NB#30","NB",30
468,482,94,107,0.8368055555555556,0.8327402135231317,0.8368055555555556,0.8368055555555556,0.8274678111587983,0.8253692441355344,0.6507313700299071,30,"all","MLP#30","MLP",30
458,457,119,117,0.7965217391304348,0.7961672473867596,0.7965217391304348,0.7965217391304348,0.7951388888888887,0.7949609035621199,0.5899227357405321,31,"all","DT#31","DT",31
482,492,84,93,0.8541666666666666,0.8515901060070671,0.8541666666666666,0.8541666666666666,0.8475452196382429,0.8462206776715899,0.6924369443425409,31,"all","RF#31","RF",31
516,332,244,59,0.8973913043478261,0.8491048593350383,0.8973913043478261,0.8973913043478261,0.7730337078651687,0.736750651607298,0.4736479093248414,31,"all","NB#31","NB",31
460,486,90,115,0.84375,0.8363636363636363,0.84375,0.84375,0.8258283772302464,0.8218940052128584,0.6437742970371768,31,"all","MLP#31","MLP",31
434,446,130,141,0.7743055555555556,0.7695035460992907,0.7743055555555556,0.7743055555555556,0.766981943250215,0.7645525629887054,0.5290969505834184,32,"all","DT#32","DT",32
468,511,65,107,0.8871527777777778,0.8780487804878049,0.8871527777777778,0.8871527777777778,0.8559463986599666,0.8505647263249348,0.7011102757119262,32,"all","RF#32","RF",32
501,379,197,74,0.871304347826087,0.8366445916114791,0.871304347826087,0.871304347826087,0.7871170463472114,0.7645525629887054,0.5291921940823185,32,"all","NB#32","NB",32
460,473,103,115,0.8211805555555556,0.8170515097690941,0.8211805555555556,0.8211805555555556,0.8127147766323024,0.8105994787141616,0.6211918090303568,32,"all","MLP#32","MLP",32
453,460,116,122,0.7986111111111112,0.7961335676625659,0.7986111111111112,0.7986111111111112,0.7944732297063904,0.7932232841007819,0.5864425100468905,33,"all","DT#33","DT",33
475,495,81,100,0.859375,0.85431654676259,0.859375,0.859375,0.8454312553373186,0.8427454387489139,0.6854816185850741,33,"all","RF#33","RF",33
468,412,164,107,0.8139130434782609,0.7938342967244701,0.8139130434782609,0.8139130434782609,0.7754763877381938,0.7645525629887054,0.5291452879205744,33,"all","NB#33","NB",33
464,481,95,111,0.8350694444444444,0.8300536672629696,0.8350694444444444,0.8350694444444444,0.8236301369863013,0.8210251954821894,0.6420414744317496,33,"all","MLP#33","MLP",33
452,422,154,123,0.7860869565217391,0.7743119266055046,0.7860869565217391,0.7860869565217391,0.7654530059271802,0.7593397046046916,0.5187015704277125,34,"all","DT#34","DT",34
474,498,78,101,0.8645833333333334,0.8586956521739131,0.8645833333333334,0.8645833333333334,0.8476595744680852,0.8444830582102519,0.6889550814717298,34,"all","RF#34","RF",34
391,486,90,184,0.84375,0.8128898128898129,0.84375,0.84375,0.7800963081861958,0.7619461337966985,0.5238243349750719,34,"all","NB#34","NB",34
446,478,98,129,0.8298611111111112,0.8198529411764706,0.8298611111111112,0.8298611111111112,0.8081149619611158,0.8027801911381407,0.6055416240796293,34,"all","MLP#34","MLP",34
448,414,162,127,0.7791304347826087,0.7652495378927912,0.7791304347826087,0.7791304347826087,0.7561181434599157,0.7489139878366637,0.4978541290843629,35,"all","DT#35","DT",35
488,501,75,87,0.8697916666666666,0.866785079928952,0.8697916666666666,0.8697916666666666,0.8608247422680413,0.8592528236316247,0.7185003351509991,35,"all","RF#35","RF",35
508,341,235,67,0.8834782608695653,0.8357843137254902,0.8834782608695653,0.8834782608695653,0.7708649468892262,0.737619461337967,0.47537158450151523,35,"all","NB#35","NB",35
482,476,100,93,0.8382608695652174,0.836555360281195,0.8382608695652174,0.8382608695652174,0.833189282627485,0.8323197219808862,0.6646427347537088,35,"all","MLP#35","MLP",35
456,436,140,119,0.7930434782608695,0.7855855855855856,0.7930434782608695,0.7930434782608695,0.7788215200683177,0.7749782797567333,0.5499704870467573,36,"all","DT#36","DT",36
477,499,77,98,0.8663194444444444,0.8610108303249098,0.8663194444444444,0.8663194444444444,0.8508098891730607,0.8479582971329279,0.6959067240960236,36,"all","RF#36","RF",36
500,374,202,75,0.8695652173913043,0.8329621380846325,0.8695652173913043,0.8695652173913043,0.7830853563038371,0.7593397046046916,0.5187713104522533,36,"all","NB#36","NB",36
478,473,103,97,0.831304347826087,0.8298245614035088,0.831304347826087,0.831304347826087,0.8269896193771626,0.8262380538662033,0.6524789932458341,36,"all","MLP#36","MLP",36
447,445,131,128,0.7773913043478261,0.7766143106457243,0.7773913043478261,0.7773913043478261,0.7753686036426714,0.7749782797567333,0.5499582580392903,37,"all","DT#37","DT",37
492,503,73,83,0.8732638888888888,0.8707964601769912,0.8732638888888888,0.8732638888888888,0.8657487091222031,0.8644656820156386,0.7289270671356753,37,"all","RF#37","RF",37
409,501,75,166,0.8697916666666666,0.8450413223140496,0.8697916666666666,0.8697916666666666,0.8061142397425585,0.790616854908775,0.5811758559826304,37,"all","NB#37","NB",37
466,486,90,109,0.84375,0.8381294964028777,0.84375,0.84375,0.8300597779675492,0.8271068635968722,0.6542035475051368,37,"all","MLP#37","MLP",37
436,450,126,139,0.78125,0.7758007117437722,0.78125,0.78125,0.7725321888412018,0.7697654213727194,0.5395214579996287,38,"all","DT#38","DT",38
476,501,75,99,0.8697916666666666,0.8638838475499092,0.8697916666666666,0.8697916666666666,0.8520408163265306,0.8488271068635969,0.697643030544585,38,"all","RF#38","RF",38
227,545,31,348,0.9461805555555556,0.8798449612403101,0.9461805555555556,0.9461805555555556,0.7420013614703881,0.6707211120764552,0.3411264146640224,38,"all","NB#38","NB",38
452,482,94,123,0.8368055555555556,0.8278388278388278,0.8368055555555556,0.8368055555555556,0.8162574089754444,0.8114682884448305,0.6229197836257928,38,"all","MLP#38","MLP",38
464,427,149,111,0.8069565217391305,0.7936802973977695,0.8069565217391305,0.8069565217391305,0.7811447811447811,0.7741094700260643,0.5482445149583812,39,"all","DT#39","DT",39
476,490,86,99,0.8506944444444444,0.8469750889679716,0.8506944444444444,0.8506944444444444,0.8412017167381974,0.8392701998262381,0.6785338480374766,39,"all","RF#39","RF",39
359,507,69,216,0.8802083333333334,0.8387850467289719,0.8802083333333334,0.8802083333333334,0.7806004618937644,0.7523892267593397,0.5046681555236443,39,"all","NB#39","NB",39
466,455,121,109,0.8104347826086956,0.8067375886524822,0.8104347826086956,0.8104347826086956,0.802065404475043,0.8001737619461338,0.6003544621776175,39,"all","MLP#39","MLP",39
434,437,139,141,0.7586805555555556,0.7574171029668412,0.7586805555555556,0.7586805555555556,0.75736568457539,0.7567332754126846,0.513464714567375,40,"all","DT#40","DT",40
