"TruePositives","TrueNegatives","FalsePositives","FalseNegatives","Recall","Precision","Sensitivity","Specificity","F-measure","Accuracy","Cohen's kappa","Iteration","Species","learner_Arr[0]"
3672,4301,826,1507,0.8388921396528184,0.8163628279235216,0.8388921396528184,0.8388921396528184,0.7866483767718335,0.7736270133902581,0.5475442088104001,0,"all","DT"
3780,4974,153,1399,0.9701579871269749,0.9610983981693364,0.9701579871269749,0.9701579871269749,0.8650434782608696,0.8494081117795459,0.6991755804532677,0,"all","RF"
4484,3128,1999,695,0.865804209306816,0.8182055976981428,0.865804209306816,0.865804209306816,0.7689933116103584,0.7385988744420726,0.4765160256510573,0,"all","NB"
3921,4890,237,1258,0.9537741369221767,0.943001443001443,0.9537741369221767,0.9537741369221767,0.8674057649667406,0.8549388705608384,0.7101601213486642,0,"all","MLP"
3662,4323,804,1517,0.8431831480397893,0.8199731303179579,0.8431831480397893,0.8431831480397893,0.7883650952858575,0.7747913836600039,0.5498855512030267,1,"all","DT"
3819,4983,144,1360,0.9719133996489175,0.9636638909916729,0.9719133996489175,0.9719133996489175,0.8688753269398432,0.854065592858529,0.7084708751002328,1,"all","RF"
4489,3100,2027,690,0.8667696466499324,0.8179419525065963,0.8667696466499324,0.8667696466499324,0.7676784950833689,0.7363671647583931,0.47202970393172233,1,"all","NB"
3937,4898,229,1242,0.9553345036083479,0.9450312049927988,0.9553345036083479,0.9553345036083479,0.8694417324931215,0.8572676111003299,0.7148108374442432,1,"all","MLP"
3618,4303,824,1561,0.8392822313243612,0.814497973885637,0.8392822313243612,0.8392822313243612,0.783004276226003,0.7685814088880264,0.5374848124305776,2,"all","DT"
3773,4986,141,1406,0.9724985371562317,0.9639754726622382,0.9724985371562317,0.9724985371562317,0.8657001475822554,0.8498932660586066,0.7001503030416101,2,"all","RF"
4478,3107,2020,701,0.8646456844950763,0.8159138655462185,0.8646456844950763,0.8646456844950763,0.7669778196454567,0.7359790413351446,0.47126175111589336,2,"all","NB"
3905,4883,244,1274,0.9524088160717769,0.9411906483489998,0.9524088160717769,0.9524088160717769,0.8654732364409784,0.8527071608771589,0.7057036372336845,2,"all","MLP"
3673,4305,822,1506,0.839672322995904,0.8171301446051168,0.839672322995904,0.839672322995904,0.7871640153592978,0.7741121676693189,0.5485152208366891,3,"all","DT"
3798,4992,135,1381,0.9736688121708601,0.965675057208238,0.9736688121708601,0.9736688121708601,0.8681739130434782,0.8529012225887832,0.7061534664736815,3,"all","RF"
4499,3128,1999,680,0.8687005213361653,0.8214285714285714,0.8687005213361653,0.8687005213361653,0.7705746338956924,0.7400543372792548,0.4794230912309734,3,"all","NB"
