"TruePositives","TrueNegatives","FalsePositives","FalseNegatives","Recall","Precision","Sensitivity","Specificity","F-measure","Accuracy","Cohen's kappa","Iteration","Species","learner_Arr[0]"
3654,3861,1317,1525,0.7456546929316339,0.7350633675316838,0.7456546929316339,0.7456546929316339,0.7309731162438471,0.7255962151202086,0.45119455347782444,0,"all","DT"
3791,4566,612,1388,0.8818076477404403,0.861003861003861,0.8818076477404403,0.8818076477404403,0.8203377650017966,0.8068938881915613,0.6137933606167671,0,"all","RF"
4511,1805,3373,668,0.8710175709596447,0.729882733522038,0.8710175709596447,0.8710175709596447,0.6906529893592591,0.6098291010910495,0.21961883662885454,0,"all","NB"
3919,4339,839,1260,0.8379683275395906,0.8236654056326187,0.8379683275395906,0.8379683275395906,0.8052333673564072,0.7973351356570435,0.5946734491619098,0,"all","MLP"
3662,3882,1296,1517,0.7497103128621089,0.7386042759177087,0.7497103128621089,0.7497103128621089,0.7340455705776685,0.7283962537414309,0.4567947407187743,1,"all","DT"
3798,4586,592,1381,0.8856701429123214,0.8651480637813211,0.8856701429123214,0.8856701429123214,0.8229699416778824,0.8095008207009752,0.6190072425939619,1,"all","RF"
4498,1834,3344,681,0.868507433867542,0.7292246520874751,0.868507433867542,0.868507433867542,0.6908839566853544,0.6113739499855171,0.22270929900118905,1,"all","NB"
3911,4328,850,1268,0.835843955195056,0.8214660785549255,0.835843955195056,0.835843955195056,0.8034156302209021,0.7955006275948634,0.5910044389262347,1,"all","MLP"
3638,3903,1275,1541,0.753765932792584,0.740484429065744,0.753765932792584,0.753765932792584,0.7348898512521181,0.7281065945737183,0.45621588101127675,2,"all","DT"
3763,4565,613,1416,0.8816145229818463,0.8599177330895795,0.8816145229818463,0.8816145229818463,0.8181736714759387,0.8040938495703389,0.6081935615839401,2,"all","RF"
4479,1848,3330,700,0.8648387719636995,0.7252747252747253,0.8648387719636995,0.8648387719636995,0.6897135817677856,0.6108911847059959,0.22174419936315293,2,"all","NB"
3901,4326,852,1278,0.8354577056778679,0.8207447927624658,0.8354577056778679,0.8354577056778679,0.8024485253199778,0.7943419909240127,0.5886872449735848,2,"all","MLP"
3633,3871,1307,1546,0.7475859405175743,0.7354251012145749,0.7475859405175743,0.7475859405175743,0.7307220386974989,0.7245341315052621,0.4490707128988399,3,"all","DT"
3783,4555,623,1396,0.8796832753959057,0.8586019064911484,0.8796832753959057,0.8796832753959057,0.8185820828466168,0.805059380129381,0.6101243757352659,3,"all","RF"
4485,1815,3363,694,0.8659972967754392,0.7233957752092467,0.8659972967754392,0.8659972967754392,0.6885698932985337,0.608284252196582,0.2165295088824935,3,"all","NB"
3918,4319,859,1261,0.8341058323677095,0.8201800293070965,0.8341058323677095,0.8341058323677095,0.8029373489496189,0.795307521483055,0.5906181075832204,3,"all","MLP"
3636,3874,1304,1543,0.7481653147933565,0.7360323886639676,0.7481653147933565,0.7481653147933565,0.7312883435582822,0.7251134498406875,0.4502293444174544,4,"all","DT"
3803,4572,606,1376,0.8829663962920047,0.8625538670900431,0.8829663962920047,0.8829663962920047,0.8218587093294984,0.8086318431978372,0.6172691775557722,4,"all","RF"
4500,1814,3364,679,0.8688936088047886,0.7276373846770958,0.8688936088047886,0.8688936088047886,0.6900253009277008,0.6096359949792411,0.21923289608467228,4,"all","NB"
3909,4331,847,1270,0.8364233294708382,0.8219091673675357,0.8364233294708382,0.8364233294708382,0.8035995917988682,0.7955971806507676,0.5911975816451411,4,"all","MLP"
3617,3873,1305,1562,0.7479721900347625,0.7348638764729785,0.7479721900347625,0.7479721900347625,0.7298596061434091,0.7231823887226031,0.4463674251590611,5,"all","DT"
3771,4560,618,1408,0.880648899188876,0.8591934381408065,0.880648899188876,0.880648899188876,0.8182307554279562,0.8043835087380515,0.6087727764252697,5,"all","RF"
4490,1825,3353,689,0.8669627341185557,0.7259347653142403,0.8669627341185557,0.8669627341185557,0.6896022116418369,0.6097325480351453,0.21942631751078573,5,"all","NB"
3921,4311,867,1258,0.8325608342989571,0.818922305764411,0.8325608342989571,0.8325608342989571,0.8022704010421513,0.7948247562035339,0.5896525000925251,5,"all","MLP"
3659,3891,1287,1520,0.7514484356894554,0.7397897290739992,0.7514484356894554,0.7514484356894554,0.7349135895740864,0.7289755720768563,0.4579534939031256,6,"all","DT"
3787,4577,601,1392,0.8839320200849748,0.863035551504102,0.8839320200849748,0.8839320200849748,0.8212074997757244,0.8075697595828908,0.6151451914872353,6,"all","RF"
